pid	qid1	qid2	question1	question2	is_duplicate
9016	4216	9610	Hola buenas tardes me gustaría hacer una pregunta, realicé mi pedido y esperé la confirmación del mismo, y la página me dijo que el seguimiento estaría disponible en 5-10 días. Los días han pasado y no puedo rastrear mi pedido, ¿qué está pasando?	Me gustaría preguntar qué unidades tiene para el producto	0
9018	8715	835	cómo ponerse en contacto con el vendedor	¿Cómo puedo contactar al vendedor?	1
9020	361	9612	Entonces, ¿dónde puedo ENCONTRAR CUPONES QUE ME INTERCAMBIÓ? ¿DÓNDE ESTÁN?	¿Dónde están los cupones que compré?	1
9022	3391	9614	necesita servicios artificiales	número de teléfono de los servicios de pago	0
9024	7985	2606	Lo siento por mi ingles. Hablo francés.	no hablo ingles	1
9026	318	9616	¿Cómo obtengo un cupón?	¿Cómo puedo saber que obtengo el cupón?	0
9028	1830	9618	¿Dónde puedo usar mi reembolso?	¿Dónde está mi reembolso?	1
9030	4064	9620	que es disputa	¿Qué pasará si el vendedor aprueba la disputa?	0
9032	627	4021	Recibí mis pedidos y estoy muy descontento con la forma en que huelen los zapatos.	¿Puedo colocar todos mis pedidos en el mismo envío?	0
9034	1138	9158	¿Cómo voy a la atención al cliente?	cómo me pongo en contacto con el servicio al cliente	1
9036	9622	4846	El pedido que cancelé no fue reembolsado aún	Pagué mi pedido pero el pago aún no está confirmado	0
9038	9230	9098	¿como lo hago?	¿Cómo lo busco?	0
9040	9625	9626	Cómo administrar mi carrito de compras	¿Cómo usar carrito de compras?	1
9042	8868	6451	El envío no llegó	Si conoce una fecha en que mi pedido llegará?	0
9044	2565	6289	Estás diciendo algo sobre mi reembolso	Quiero saber sobre el reembolso	1
9046	9629	9630	eso no funcionó	Cuál es tu trabajo	0
9048	7610	7770	por favor, responda a mi pregunta, porque no obtuve ningún reembolso, y en ese caso me comunico con mi banko para el reembolso	no responderás mi pregunta	0
9050	5422	9040	¿De qué están hablando?	estoy hablando de número de orden	0
9052	804	3502	cómo agregar artículos en el carro	Agregar elementos de la lista de deseos al carrito de compras	0
9054	5552	9632	¿Cómo puedo devolver mi dinero?	¿Cómo puedo hacer un reembolso?	1
9056	3535	9055	Los diez artículos principales que se vendieron en 2017 en la parte superior	¿Qué tarjetas puedo comprar artículos?	0
9058	1046	5322	¿Cómo puedo cambiar mi dirección de facturación?	¿Cómo puedo cambiar mi perfil?	0
9060	7244	9634	Pero dices algo sobre mi reembolso	¿Hay algo que quieras decirme?	0
9062	9248	386	Necesito hablar con el servicio en línea.	Quiero hablar con un humano en línea	1
9064	5077	9636	¿que hora es?	¿Cuál es el tiempo de procesamiento de reembolso?	0
9066	2032	5156	Hice un pedido y pagué con tarjeta de crédito (luego se canceló ya que el vendedor aún tenía que aplicar el descuento). Desde entonces, el vendedor ha aplicado el descuento y ahora no podemos pagar con ninguna tarjeta de crédito y aparece el mensaje 'error del sistema', intente de nuevo, pero intente	tratando de cancelar un pedido que pagué con tarjeta de crédito pero no hay opción	0
9068	9638	1598	no puedo iniciar sesión	No puedo iniciar sesión en mi cuenta	1
9070	8167	224	Compré un producto y no lo recibí.	¿Por qué no recibí el reembolso?	0
9072	4993	1795	no recibido mi pedido La disputa a petición del vendedor se cerró. Ahora no producto no disputa de nuevo no se puede abrir	¿cómo puedo abrir una disputa con una orden cerrada?	0
9074	859	4795	no puede contactar al vendedor	¿Por qué no puedo usar mi cupón de vendedor?	0
9076	5045	5243	No puedo editar mi dirección de facturación en los Países Bajos	¿Cómo edito mi dirección de correo electrónico?	0
9078	1042	6826	después de la cantidad de días que recibí mi producto mi país es Pakistán obtuve mi número de rastreo 2 días antes	¿Por qué no recibí mi reembolso después de más de 20 días hábiles?	0
9080	5486	6427	¿Cómo uso mi dirección de correo electrónico en una cuenta nueva?	¿Cómo cierro sesión después de usar mi cuenta?	0
9082	9640	2063	cómo bloquear a un vendedor	¿Cómo hago una lista negra de un vendedor?	1
9084	9353	9642	Hola, mi fecha de caducidad está vencida. ¿Cómo cambio la fecha cuando envío una nueva tarjeta con una nueva fecha?	Estoy usando una tarjeta de débito. No hay fecha de caducidad	0
9086	8827	9644	No he recibido algunos medidores de anillo que pedí.	Pedí algunos productos y recibí un tamaño más pequeño.	1
9088	7867	5797	no estoy satisfecho con el resultado de la disputa	Estoy interesado en la información sobre la disputa.	0
9090	7721	1057	cómo dejar de recibir mensajes del vendedor	¿Dónde puedo encontrar mensajes antiguos del vendedor?	0
9092	3674	9646	Me contactó con un vendedor por un artículo defectuoso y no me han respondido	no me has ayudado	0
9094	2218	7640	Por favor, preste atención a lo que está sucediendo, por favor ...	Por favor, llámame.	0
9096	9648	3754	ok ... tengo una pregunta para ti	Tengo una pregunta.	1
9098	9599	2297	lo que todo está haciendo	No ayuda en absoluto	0
9100	3257	9650	Quiero saber que si estoy en Pakistán y lo entregas en casa, ¿nos llevarás dólares o nuestra moneda?	¿Tengo que pagar impuestos a las aduanas?	0
9102	2177	9652	Esto no funciona	¿Por qué la tarjeta de débito no funciona?	0
9104	161	102	¿cómo hago el pedido?	¿Cómo hago el pedido?	1
9106	9654	9540	cómo eliminar el artículo en el carrito de compras	¿Cómo puedo recuperar el artículo eliminado en el carrito de compras?	0
9108	4595	1847	Hola, estoy teniendo problemas con mi pago	Tengo problemas para crear una cuenta	0
9110	9656	2588	¿Cómo cargo una foto en disputa?	No puedo cargar fotos en mi mensaje al vendedor	0
9112	2714	5882	El dinero no ha sido pagado	¿Por qué se retiró mi dinero de mi banco pero se canceló mi pedido?	0
9114	2919	9658	¿cómo puedo ajustar el producto en el momento de la entrega?	¿Cómo puedo saber el costo de la entrega?	0
9116	5425	9660	Quiero pagar, pero no quiero pasar mi tarjeta, supongo que no compré más tiempo, intenté volver a ingresar a la visa de la tarjeta de datos y gritar hasta el 19/07 y no se terminó de nuevo	Quiero pagar con tarjeta Visa, pero el pago no fue	0
9118	6903	1135	cómo subir pruebas	¿Cómo presento evidencia para respaldar mi reclamo?	0
9120	9662	2930	Como puedo cambiar mi contraseña	¿Cómo cambio mis datos bancarios?	0
9122	3417	2652	Quiero enviar un pedido, pero el sistema está ocupado. ¿Que debería hacer?	¿qué tamaño debo pedir?	0
9124	2445	9664	Estoy muy decepcionado, los últimos 3 productos que ordeno el 1 de enero y el 2 de febrero aún no llegaron. A partir de ahora, ¡cómo tener confianza para pedir cualquier otra cosa!	Nunca jamás compraré nunca nada más en este sitio web	0
9126	4525	8819	cómo agregar video	cómo agregar amigos por TM	0
9128	1300	1949	Llené el formulario de apelación pero no puedo enviarlo	¿Cómo sé si envían los artículos o no?	0
9130	1454	82	Abrí una orden y el producto se acabó	¿Cuándo puedo recibir mi paquete después de enviar el producto?	0
9132	2334	4649	cuida de mí por favor	¿Puedes ayudarme?	1
9134	523	9666	Hola, pedí un disfraz de cosplay con la moneda equivocada; Cancelé el pedido y el vendedor me dijo que se aclaró de inmediato, pero ahora no hay suficiente crédito en la tarjeta; ¿Podría amablemente recibir la cantidad lo más rápido posible? Tengo que volver	Tuve un comentario negativo sobre el orden incorrecto. ¿Cómo puedo recuperarlo?	0
4634	6247	5838	cómo encontrar un buen vendedor?	¿Cómo puedo encontrar la dirección postal del vendedor ya que necesito devolver los artículos?	0
9137	1852	9669	No se trata de la orden de seguimiento	número de seguimiento para el pedido devuelto	0
9139	5640	9671	Cómo cambiar la dirección de envío	¿Cómo ingreso una dirección de envío?	0
9141	9673	110	No puedo ver la opción de disputa	No puedo adjuntar una foto para una disputa	0
9143	971	9675	razones para la cancelación	Su pedido ha sido cancelado por razones de seguridad.	0
9145	9599	1305	lo que todo está haciendo	¿Que estas haciendo ahora?	1
9147	561	1937	Cada vez que intento pagar el pedido que he realizado, aparece un mensaje de error que indica que, por "motivos de seguridad", no se pudo ejecutar el pago. ¿Cómo se puede resolver esto?	sigue diciendo que no tengo cuenta	0
9149	7931	9677	Mi recibido fue sostenido en la aduana	Mis bienes han sido detenidos por la Aduana, ¿qué puedo hacer?	1
9151	4601	8244	Hoy he hecho un pedido como invitado pero no he recibido la confirmación.	He hecho el mismo pedido cuatro veces	0
9153	6631	9679	Olvidé la pregunta de seguridad	Olvidé escribir la dirección completa	0
9155	141	2646	cancelar mi orden	Me gustaría cancelar mi pedido	1
9157	1668	5181	quiero recuperar pedidos eliminados	Quiero cancelar el pedido en mis pedidos pero no hay opción para eso	0
9159	8998	4317	Quiero recoger el pedido en el carrito.	Quiero cancelar un pedido	0
9161	6766	4291	Hola. Una de mis compras en la información de seguimiento ha tenido el "Envío cancelado", ¿qué significa esto y todavía recibiré mi paquete?	¿Por qué no tiene información de seguimiento?	1
9163	5436	9682	conéctame a un agente de servicio al cliente	envíame un contacto de correo electrónico de servicio al cliente	1
9165	3103	516	dijo que no tuvo éxito en cargarlo	El vendedor dijo que los bienes se perdieron.	0
9167	7518	949	cómo cambiar monedas por cupones?	¿Cómo uso las monedas?	1
9169	9684	2930	Quiero ver mis detalles de rastreo	¿Cómo cambio mis datos bancarios?	0
9171	9686	108	El producto en el carrito desaparecerá. ¿Que puedo hacer?	¿Qué es un carrito de compras?	0
9173	2767	7806	Por favor cancele mi cuenta ya que los detalles son incorrectos	Por favor ayuda a verificar mi cuenta	0
9175	9689	9690	¿Por qué no estás respondiendo correta? Ve al infierno	No estás respondiendo ninguna de mis preguntas.	1
9177	3975	4452	cómo agregar un artículo a tu lista de deseos	¿Cómo agrego productos a mi lista de deseos?	1
9179	7701	3520	Y el vendedor no devuelve mi dinero	recibiré mi dinero si el pedido es cancelado	0
9181	3273	1687	¿Cómo puedo saber qué tipo de semillas he recibido? Solo hay una bolsa de semillas en el paquete. Nada mas. Tengo tres bolsas ahora	No he recibido nada	0
9183	1952	9692	¿Dónde está la página del cupón?	no obtener el cupón de la tienda después de hacer clic en la página de la tienda	0
9185	9694	4039	Tengo urna Eva ...	Ok Eva muchas gracias, entiendo	0
9187	9169	9000	Tengo preguntas sobre los detalles de un producto	No tengo más preguntas	0
9189	1856	9696	¿Cómo puedo hacer un pedido pero no pagar porque el vendedor debe cambiar el premio antes de pagar?	¿Puedo cambiar mi pedido después de pagarlo?	0
9191	990	4442	Quiero eliminar mi tarjeta de crédito de mi cuenta	Mi tarjeta de crédito fue descontada de mi cuenta, incluso nunca te compré nada	0
9193	9698	7052	Le pregunté muchas veces al vendedor, pero él / ella siempre está diciendo que estará aquí en una semana o dos	Hice mi pedido y el vendedor solicitó cancelarlo.	0
9195	6442	2208	buen día hice una compra hace 6 meses y no llegó, el vendedor dice que tuvo problemas con la aduana. pero no me ha solucionado ni el reembolso ni el producto Necesito ayuda ya que no me responde	El vendedor me pidió que confirmara la entrega antes de enviar el artículo.	0
9197	3249	4233	tipos de formas de pago	¿Puedo pagar con otro método de pago?	1
9199	2330	3866	¡Hola! ¿Es posible ver lo que las revisiones han dado sobre mí los vendedores? ¿Dónde puedo encontrar las revisiones?	¿Dónde puedo encontrar los mensajes que he enviado a los proveedores?	0
9201	1927	2212	cuando abro una disputa	¿Cuándo puedo abrir una disputa?	1
9203	9700	3262	entonces, cómo hacerlo & gt;	¿Tiene un número de teléfono para poder hacer mi pedido?	0
9205	1268	9702	Quiero saber el estado de mi pago de reembolso	Quiero saber el estado de mi caso	0
9207	4375	5797	no estoy satisfecho con los resultados de mi disputa	Estoy interesado en la información sobre la disputa.	0
9209	6939	9704	cómo puedo verificar mi cuenta	¿Cómo puedo cambiar mi cuenta?	0
9211	3234	9706	Por qué se cancela el envío	La orden debe ser cancelada.	0
9213	9558	9708	eres Bot	¿Eres un bot?	1
9215	874	9710	Entonces, ¿quién dará una respuesta?	Muchas gracias por tu respuesta.	0
9217	9712	6952	Hablo despacio porque uso el traductor de Google	necesito hablar portugués	0
9219	9293	9714	Recordatorio: el vendedor no proporcionó una dirección de devolución. Recibirá su reembolso según lo solicitado. Como su caso se ha resuelto a su favor, recibirá un reembolso completo en su cuenta original en un plazo de 3 a 20 días hábiles. Para más detalles, conta	No recibí mi reembolso después de más de 20 días hábiles	1
9221	9435	4233	también no puedo abrir otras páginas con tales bienes	¿Puedo pagar con otro método de pago?	0
9223	4001	9716	Nunca voy de compras con tu asiento, pero hay 5 pagos con mi tarjeta	¿Cómo puedo obtener mis facturas de compras?	0
9225	5675	7030	Esperando a que se verifique mi apelación.	mi pedido todavía está esperando ser enviado	0
9227	3815	6658	Hice un pedido y lo cancelé, pero me dedujeron. ¿Puedes confirmar si mi dinero se revertirá a mi cuenta?	¿Cómo puedo recuperar mi dinero del pedido cancelado?	1
9229	5762	9718	He ordenado pero han sido cancelados	No he recibido el reembolso por una orden cancelada	0
9231	8069	758	Voy a preguntar algo	quiero hacer una pregunta	1
9233	4891	5648	he visto órdenes canceladas finalizadas pueden explicarme	Quiero que me envíen varios pedidos juntos	0
9235	7360	4110	Mi disputa demora demasiado, ¿por qué?	¿Por qué mi pedido tarda tanto en enviarse?	0
9237	2445	9720	Estoy muy decepcionado, los últimos 3 productos que ordeno el 1 de enero y el 2 de febrero aún no llegaron. A partir de ahora, ¡cómo tener confianza para pedir cualquier otra cosa!	Pido algo hace 2 meses pero aún no lo entendí	1
9239	5857	2041	¿Por qué tengo que volver a enviar los documentos que ya le envié? ¿POR QUÉ? ¿POR QUÉ? ¿POR QUÉ?	¿Por qué no tienes PayPal?	0
9241	71	1239	cancelé mi pedido con el vendedor ya	Ya pagué mi orde, pero el estado del pedido no ha cambiado	0
9243	9359	176	Hola, he recibido mi producto por error, pero todavía no lo he recibido	Quiero ser cancelado de todos los correos electrónicos	0
9245	4036	4948	tarjeta de crédito visa Estaba vencido y ahora se renovó	Mi tarjeta de crédito está sobrecargada	0
9247	9722	6289	Quiero saber sobre mi reembolso	Quiero saber sobre el reembolso	1
9249	5436	7737	conéctame a un agente de servicio al cliente	me puedes conectar a un agente	1
9251	3253	370	¡Hola! ¿Qué tan rápido puedes enviar a Noruega?	hablas muy rápido	0
9253	435	9724	devuélveme al operador	la compañía no me dio un reembolso aunque le devolví el producto.	0
9255	5611	370	Walle, ¿cómo puedes escribir tan rápido?	hablas muy rápido	1
9257	3650	7312	cómo agregar información de pasaporte	¿Cómo agregar videos como evidencia?	0
9259	3027	5990	he olvidado mi contraseña	Olvidé mi ID y contraseña de TradeManager, ¿qué puedo hacer?	0
9261	934	887	cómo establecer el método de envío	método de envío incorrecto	0
9263	3021	9726	una vez más lo intentaré, puede funcionar mi tarjeta de regalo de visa	funciona la tarjeta de débito visa	0
9265	6736	8755	¿Qué significa la falla de verificación de seguridad?	¿Qué significa espera de recibo?	0
