pid	qid1	qid2	question1	question2	is_duplicate
3627	5400	819	where to put my card number	where to upload credit card statement	0
3629	4002	5402	when i received the order it was twenty days wrong color	I have not received payment within 10 days	0
3631	3269	4989	i can not pay with IDEAL, my bank said there is nothing wrong with my IDEAL,	I want to buy but it said Cannot ship to my region	0
3633	1136	5404	how do i go to customer care	Where do i go to track my order?	0
3635	205	5406	The seller advertise wrong price	What do I do if the seller wants to raise the price?	1
3637	2547	1149	The seller is not refunding me	The seller does not respond to me	1
3639	2153	1379	I don't have a real payment problem.	I don't know	0
3641	5408	5409	when I want to pay, an old discarded card comes up. I have to enter my new card number EVERY time, and it is annoying. How can I deleted the old discarded visa card	I can not pay with debit visa card	0
3643	5412	5413	how to reset my account password	Why can not I reset password?	0
3645	5416	3207	just want to know exchange sizes	I just want to say Hi.	0
3647	5418	3248	how to change payment method	Can I send a check as a payment method?	0
3649	5420	5421	What are talking about?	Purchase Protection of Order. what is it about?	0
3651	1170	1525	My dispute is over, and now it's over, and now?	Will I pay taxes over my purchase?	0
3653	5424	1583	I want to pay but i do not want to pass my card i guess i did not buy longer, i tried to re-enter the data card's visa and scream until 07/19 and it was not over again	I do not have visa card so how can I buy?	0
3655	5426	1871	hello I'm Portuguese	Can you speak Portuguese?	1
3657	4524	2310	how to add video	How to add video?	1
3659	5428	5429	Do you actually have any other answer for me	Do you have any email address?	0
3661	5431	5432	how can i pay with ideal	How to pay with iDeal?	1
3663	5435	1195	connect me to a customer service agent	Can customer service call me	1
3665	5437	5438	I wanna buy something product but very difficult, how to pay money	I wanna pay with Euro?	0
3667	4654	5441	changing the size of item	Is this size available?	0
3669	641	5443	I paid for the goods I have never received, though, not me, has put a receipt confirmation, and also a feedback	Why I have not received my confirmation email?	0
3671	13	5445	Do I need to pay custom duty	How do I choose a custom color	0
3673	3373	5447	i am a little afraid my order has gotten lost. it has been 20 days and has not left china?	My product has stopped thirty days in China, when will it arrive?	1
3675	441	5449	is this a fucking computer?	are you a human or computer	1
3677	5451	5452	I don't see what to clock	I don't speak english	0
3679	5455	5456	how to response in my dispute case	How can I reopen a dispute case?	0
3681	5107	5459	Why I cannot send message to seller?	Why the seller does not send items or reply to message?	0
3683	475	5461	so i was buying a case	I am so stupid.	0
3685	5463	684	How to find the order number?	How can I find my tracking number?	0
3687	1820	5465	my card has been used by someone	my order has been frozen?	0
3689	669	5134	cant speak to live chat	Live chat please	1
3691	5467	536	i need to speak with maria	i need to speak with a human	1
3693	5469	5470	order has been cancelled by credit card	I has sent you a copy of my credit card, my statement, my identity. What will happen?	0
3695	5473	5474	No how to modify the mobile phone number?	The mobile number on the order is wrong and needs be changed	0
3697	2667	1597	I have a problem with the bad seller	I have login problem	0
3699	5477	3584	How is it possible for me to charge something I did not buy	I order something and I did not receive an email	0
3701	3341	5479	how to apply feedback	How do I apply for Freebies?	0
3703	5481	4044	refund status unresolved	refund request status	0
3705	4516	2877	i have a credit card appeal	I do not have a credit card, how can I pay?	0
3707	1390	492	There was a problem with an order I received so I sent the store 4 messages about the problem beginning last Thursday. I haven't heard back from them yet. Is that normal?	i have a problem with an order	0
3709	4060	5483	I have just asked a question and you are not helping me. Please help me. I cannot log onto your website to make a purchase	on your site I have not found this product, can you help me find him?	0
3711	3176	3147	Hi, can you help me?	The seller told me that it is not possible to send me the item.	0
3713	5485	3044	How do I use my email address in new account	How do I find seller's email address?	0
3715	3008	5487	i cant pay for my item	Can I pay for an item using skrill?	0
3717	2631	1167	How do I get an order number before paying? Seller wants to change the price.	How can I contact with seller before the purchase?	0
3719	4646	5489	can u answer?	can u help	1
3721	1254	5491	My contacts are all ok	How can I pay all my orders?	0
3723	2535	5493	i want to ship the order in china	Can I arrange to ship a product to an address in China?	1
3725	5495	1465	i need store http joi li	How can I find a store?	1
3727	2464	1597	please i have a problem	I have login problem	0
3729	521	1097	Hi, I had ordered a cosplay costume with the wrong currency; I canceled the order and the seller told me it was cleared right away, but now there is not enough credit on the card; Could I kindly receive the amount back as quickly as possible? I have to reo	Seller told me that I could reopen the dispute	0
3731	4413	4866	The seller is blackmailing me to change the dispute reason into one that is not true.	How can I change cancel reason?	0
3733	5497	5498	not want automatic answer	supplier does not answer	0
3735	5501	1781	are you a real agent?	chat with an agent	1
3737	2516	1793	how to open a dispute on app	how can I open a dispute with a closed order?	0
3739	3775	5503	i cannot delete the order	how do i delete order history	1
3741	5505	1237	the status has not changed for 6-7 days	I have already paid for my orde, but the order status has not changed	1
3743	4302	5507	They still haven't arrived	I get an email that a new mail has arrived	0
3745	5509	5510	pay for order	How do I pay the order by Bank Transfer?	0
3747	5513	4173	i want to reset my password	i tried to reset password but did not work	0
3749	5515	5516	The seller does not want to know anything about the dispute	I want to know about my order	0
3751	581	2574	canceled no shipment	What is the shipment cost?	0
3753	2464	4609	please i have a problem	i have problem with order	1
3755	5519	2794	i have placed my order and get clearance for my payment method and received one order from one seller and the rest of my order just can't get processed	i pay my order but not processed yet	0
3757	2458	5521	I need a real person to chat	i want to talk to a real person	1
3759	1240	5205	no, i can not order anything	I can not order anything now	1
3761	3765	5522	exchange coins to coupons	Arrival at inward office of exchange	0
3763	2078	5524	I can't find the iDeal icon in my payment options	What other payment options can I use?	0
3765	5526	5527	i cant find the ideal icon?	i cant call you	0
3767	1302	5530	What are you doing	What do you eat?	0
3769	5532	5533	can you check my dispute?	How can I check if you have my right address for delivery?	0
3771	5536	5537	Do i get a shipping discount if it's a large order?	I do have get the discount	0
3773	1032	5540	this is my order ID	I do not remember my id name	0
3775	5542	5543	I have a code for 435 off my order put it is not allowing me to put the code in	Please put me to live chat	0
3777	5546	5547	I did not but anything	I cannot type anything	0
3779	5550	5551	How can I refund my money back?	How can I deposit my refund into my another account?	0
3781	5554	5555	ok i know that but the process is very long	I need to know how long the dispute will be?	1
